bait,bait_uniprot,prey_gene,prey_uniprot
HOXA1,,INO80B,
HOXA1,,IRX6,
HOXA1,,ITGB4,
HOXA1,,KCTD9,
HOXA1,,KPRP,
HOXA1,,KRT31,
HOXA1,,KRT33B,
HOXA1,,KRT34,
HOXA1,,KRT35,
HOXA1,,KRT37,
HOXA1,,KRT38,
HOXA1,,KRT81,
HOXA1,,KRT82,
HOXA1,,KRT83,
HOXA1,,KRTAP1-1,
HOXA1,,KRTAP1-3,
HOXA1,,KRTAP1-5,
HOXA1,,KRTAP10-10,
HOXA1,,KRTAP10-11,
HOXA1,,KRTAP10-4,
HOXA1,,KRTAP10-5,
HOXA1,,KRTAP10-7,
HOXA1,,KRTAP10-8,
HOXA1,,KRTAP10-9,
HOXA1,,KRTAP11-1,
HOXA1,,KRTAP12-1,
HOXA1,,KRTAP12-3,
HOXA1,,KRTAP12-4,
HOXA1,,KRTAP13-2,
HOXA1,,KRTAP13-3,
HOXA1,,KRTAP13-4,
HOXA1,,KRTAP15-1,
HOXA1,,KRTAP19-6,
HOXA1,,KRTAP19-7,
HOXA1,,KRTAP23-1,
HOXA1,,KRTAP26-1,
HOXA1,,KRTAP3-3,
HOXA1,,KRTAP4-1,
HOXA1,,KRTAP4-11,
HOXA1,,KRTAP4-12,
HOXA1,,KRTAP4-4,
HOXA1,,KRTAP4-5,
HOXA1,,KRTAP5-11,
HOXA1,,KRTAP5-2,
HOXA1,,KRTAP5-3,
HOXA1,,KRTAP5-4,
HOXA1,,KRTAP5-6,
HOXA1,,KRTAP5-9,
HOXA1,,KRTAP6-1,
HOXA1,,KRTAP6-2,
HOXA1,,KRTAP6-3,
HOXA1,,KRTAP9-2,
HOXA1,,KRTAP9-3,
HOXA1,,KRTAP9-8,
HOXA1,,LASP1,
HOXA1,,LCE1A,
HOXA1,,LCE1B,
HOXA1,,LCE1C,
HOXA1,,LCE1D,
HOXA1,,LCE1F,
HOXA1,,LCE2A,
HOXA1,,LCE2B,
HOXA1,,LCE2C,
HOXA1,,LCE2D,
HOXA1,,LCE3C,
HOXA1,,LCE4A,
HOXA1,,LCE5A,
HOXA1,,LGALS13,
HOXA1,,LGALS4,
HOXA1,,LMX1B,
HOXA1,,LNX1,
HOXA1,,LONRF1,
HOXA1,,MACO1,
HOXA1,,MAPKBP1,
HOXA1,,MDFI,
HOXA1,,MFAP2,
HOXA1,,MKRN3,
HOXA1,,MYO15B,
HOXA1,,MYPOP,
HOXA1,,NCK2,
HOXA1,,NECTIN2,
HOXA1,,NEDD9,
HOXA1,,NEK6,
HOXA1,,NELL2,
HOXA1,,NFKBID,
HOXA1,,NOTCH2NLC,
HOXA1,,NR1D2,
HOXA1,,NTN4,
HOXA1,,NXF1,
HOXA1,,ODF1,
HOXA1,,OIT3,
HOXA1,,P2RY6,
HOXA1,,PAX6,
HOXA1,,PCSK5,
HOXA1,,PCYOX1,
HOXA1,,PHETA1,
HOXA1,,PIN1,
HOXA1,,PITX1,
HOXA1,,PITX2,
HOXA1,,PLEKHN1,
HOXA1,,PLLP,
HOXA1,,PLSCR2,
HOXA1,,PLSCR3,
HOXA1,,PLSCR4,
HOXA1,,PROP1,
HOXA1,,PSMB1,
HOXA1,,PTH1R,
HOXA1,,PVR,
HOXA1,,QARS1,
HOXA1,,RALGDS,
HOXA1,,RBP3,
HOXA1,,RGS17,
HOXA1,,RGS19,
HOXA1,,RNF208,
HOXA1,,RSPO2,
HOXA1,,RTN4R,
HOXA1,,SAXO4,
HOXA1,,SCT,
HOXA1,,SDCBP,
HOXA1,,SIVA1,
HOXA1,,SLC15A3,
HOXA1,,SLC23A1,
HOXA1,,SLIT1,
HOXA1,,SLPI,
HOXA1,,SNRPB,
HOXA1,,SNRPC,
HOXA1,,SPATA12,
HOXA1,,SPATA18,
HOXA1,,SPRY1,
HOXA1,,SPRY3,
HOXA1,,SPRY4,
HOXA1,,SSUH2,
HOXA1,,STX11,
HOXA1,,TBC1D10C,
HOXA1,,TBX15,
HOXA1,,TCF19,
HOXA1,,TEKT4,
HOXA1,,TEKT5,
HOXA1,,TGFB1,
HOXA1,,TGM7,
HOXA1,,THAP7,
HOXA1,,TLE5,
HOXA1,,TMEM276,
HOXA1,,TNS2,
HOXA1,,TRAF2,
HOXA1,,TRAF4,
HOXA1,,TRIM42,
HOXA1,,TRIM8,
HOXA1,,TSPAN4,
HOXA1,,UBL5,
HOXA1,,UNKL,
HOXA1,,VASN,
HOXA1,,VWC2,
HOXA1,,VWC2L,
HOXA1,,WDR83,
HOXA1,,WWOX,
HOXA1,,ZBTB16,
HOXA1,,ZIM2,
HOXA1,,ZNF417,
HOXA1,,ZNF587,
HOXA1,,ZNF688,
HOXA1,,ZNF837,
HOXA1,,ZNF843,
HR,,ABHD11,
HR,,ACTMAP,
HR,,AMMECR1,
HR,,ATP23,
HR,,CFAP68,
HR,,CNFN,
HR,,CYSRT1,
HR,,FAM168A,
HR,,GEMIN4,
HR,,INCA1,
HR,,KLHL20,
HR,,KRTAP11-1,
HR,,KRTAP13-2,
HR,,KRTAP15-1,
HR,,KRTAP3-1,
HR,,KRTAP3-3,
HR,,KRTAP6-3,
HR,,PLA2G10,
HR,,RBP3,
HR,,SPAG8,
HR,,SPRY3,
HR,,TSC1,
HR,,ZMYND12,
HSBP1,,BLOC1S5,
HSBP1,,BRK1,
HSBP1,,CCHCR1,
HSBP1,,CYSRT1,
HSBP1,,KIFC3,
HSBP1,,KRTAP1-1,
HSBP1,,KRTAP10-9,
HSBP1,,LNX1,
HSBP1,,MPP7,
HSBP1,,SDCBP,
HSBP1,,SDCBP2,
HSBP1,,WASHC3,
HSBP1,,ZBTB25,
ITGB1BP1,,DLD,
ITGB1BP1,,RHOH,
ITGB3BP,,ANKRD11,
ITGB3BP,,C14orf119,
ITGB3BP,,EFHC1,
ITGB3BP,,GTPBP3,
ITGB3BP,,HSF2BP,
ITGB3BP,,KIAA0930,
ITGB3BP,,KIFC3,
ITGB3BP,,MAPK9,
ITGB3BP,,MEIS2,
ITGB3BP,,MEOX2,
ITGB3BP,,MSGN1,
ITGB3BP,,NRDE2,
ITGB3BP,,NTAQ1,
ITGB3BP,,PBX3,
ITGB3BP,,PIH1D2,
ITGB3BP,,PIK3R3,
ITGB3BP,,SNAPC5,
ITGB3BP,,SUOX,
ITGB3BP,,TRIML2,
ITGB3BP,,USHBP1,
ITGB3BP,,USP20,
KCNA3,,DOLK,
KCNA3,,KCNA1,
KHK,,LHX2,
KLHL11,,IHO1,
KLHL11,,POU6F2,
KLHL11,,UBQLN2,
KRTAP2-4,,ADAMTSL3,
KRTAP2-4,,BAHD1,
KRTAP2-4,,BCL6B,
KRTAP2-4,,BEX2,
KRTAP2-4,,C11orf87,
KRTAP2-4,,CATSPER1,
KRTAP2-4,,CHIC2,
KRTAP2-4,,CREB5,
KRTAP2-4,,CTSZ,
KRTAP2-4,,CXCL16,
KRTAP2-4,,CYSRT1,
KRTAP2-4,,DHX57,
KRTAP2-4,,DMRT3,
KRTAP2-4,,FAM161A,
KRTAP2-4,,GEMIN4,
KRTAP2-4,,GGN,
KRTAP2-4,,HAPLN2,
KRTAP2-4,,HHEX,
KRTAP2-4,,HOXB9,
KRTAP2-4,,IGSF8,
KRTAP2-4,,ITGB4,
KRTAP2-4,,JOSD1,
KRTAP2-4,,KLHL38,
KRTAP2-4,,KRTAP1-1,
KRTAP2-4,,KRTAP12-4,
KRTAP2-4,,KRTAP4-11,
KRTAP2-4,,KRTAP4-12,
KRTAP2-4,,KRTAP4-4,
KRTAP2-4,,KRTAP5-11,
KRTAP2-4,,KRTAP5-2,
KRTAP2-4,,KRTAP5-9,
KRTAP2-4,,KRTAP9-2,
KRTAP2-4,,KRTAP9-3,
KRTAP2-4,,KRTAP9-8,
KRTAP2-4,,LCE1B,
KRTAP2-4,,LCE1D,
KRTAP2-4,,LCE1E,
KRTAP2-4,,LCE1F,
KRTAP2-4,,LCE2A,
KRTAP2-4,,LCE2B,
KRTAP2-4,,LCE2C,
KRTAP2-4,,LCE2D,
KRTAP2-4,,LCE3A,
KRTAP2-4,,LCE3C,
KRTAP2-4,,LCE3D,
KRTAP2-4,,LNX1,
KRTAP2-4,,MCRS1,
KRTAP2-4,,MOBP,
KRTAP2-4,,NKD1,
KRTAP2-4,,NOTCH2NLC,
KRTAP2-4,,NPDC1,
KRTAP2-4,,NUFIP2,
KRTAP2-4,,OTX1,
KRTAP2-4,,P2RY6,
KRTAP2-4,,PHLDA1,
KRTAP2-4,,PIGS,
KRTAP2-4,,PRKAB2,
KRTAP2-4,,RHBDL1,
KRTAP2-4,,SDC3,
KRTAP2-4,,SHFL,
KRTAP2-4,,SPATA3,
KRTAP2-4,,SPRED2,
KRTAP2-4,,TFAP2D,
KRTAP2-4,,TNP2,
KRTAP2-4,,TRIM42,
KRTAP2-4,,TTPA,
KRTAP2-4,,VASN,
KRTAP2-4,,VWC2,
KRTAP2-4,,YY1,
KRTAP2-4,,ZBTB24,
KRTAP2-4,,ZDHHC1,
KRTAP2-4,,ZIM2,
KRTAP2-4,,ZNF165,
KRTAP2-4,,ZNF264,
KRTAP2-4,,ZNF440,
KRTAP2-4,,ZNF491,
KRTAP2-4,,ZNF524,
KRTAP2-4,,ZNF564,
KRTAP2-4,,ZNF575,
KRTAP2-4,,ZNF578,
KRTAP2-4,,ZNF581,
KRTAP2-4,,ZNF587,
KRTAP2-4,,ZNF672,
KRTAP2-4,,ZNF764,
KRTAP2-4,,ZNF792,
KRTAP4-2,,ADAMTSL4,
KRTAP4-2,,ANKS1A,
KRTAP4-2,,AQP1,
KRTAP4-2,,BAG4,
KRTAP4-2,,CATSPER1,
KRTAP4-2,,CCER1,
KRTAP4-2,,CELF5,
KRTAP4-2,,CHRD,
KRTAP4-2,,CRCT1,
KRTAP4-2,,CREB5,
KRTAP4-2,,CRY2,
KRTAP4-2,,CYP21A2,
KRTAP4-2,,CYSRT1,
KRTAP4-2,,GUCD1,
KRTAP4-2,,HOXB9,
KRTAP4-2,,ITGB4,
KRTAP4-2,,KPRP,
KRTAP4-2,,KRTAP1-3,
KRTAP4-2,,KRTAP1-5,
KRTAP4-2,,KRTAP10-5,
KRTAP4-2,,KRTAP10-6,
KRTAP4-2,,KRTAP10-8,
KRTAP4-2,,KRTAP11-1,
KRTAP4-2,,KRTAP12-2,
KRTAP4-2,,KRTAP12-3,
KRTAP4-2,,KRTAP26-1,
KRTAP4-2,,KRTAP3-3,
KRTAP4-2,,KRTAP4-4,
KRTAP4-2,,KRTAP4-5,
KRTAP4-2,,KRTAP5-2,
KRTAP4-2,,KRTAP5-3,
KRTAP4-2,,KRTAP5-6,
KRTAP4-2,,KRTAP5-7,
KRTAP4-2,,KRTAP5-9,
KRTAP4-2,,KRTAP9-2,
KRTAP4-2,,KRTAP9-3,
KRTAP4-2,,KRTAP9-8,
KRTAP4-2,,LCE1A,
KRTAP4-2,,LCE1B,
KRTAP4-2,,LCE1C,
KRTAP4-2,,LCE1D,
KRTAP4-2,,LCE1E,
KRTAP4-2,,LCE2A,
KRTAP4-2,,LCE2B,
KRTAP4-2,,LCE2C,
KRTAP4-2,,LCE2D,
KRTAP4-2,,LCE3A,
KRTAP4-2,,LCE3B,
KRTAP4-2,,LCE3C,
KRTAP4-2,,LCE3D,
KRTAP4-2,,LCE3E,
KRTAP4-2,,LCE4A,
KRTAP4-2,,LCE5A,
KRTAP4-2,,LNX1,
KRTAP4-2,,MAFB,
KRTAP4-2,,MEOX2,
KRTAP4-2,,NOTCH2NLC,
KRTAP4-2,,NR1D2,
KRTAP4-2,,NR4A3,
KRTAP4-2,,NUFIP2,
KRTAP4-2,,OXER1,
KRTAP4-2,,PHLDA1,
KRTAP4-2,,PLSCR4,
KRTAP4-2,,POU4F2,
KRTAP4-2,,RGS20,
KRTAP4-2,,VASN,
KRTAP4-2,,VGLL3,
KRTAP4-2,,YY1,
LGALS2,,NTAQ1,
LGALS2,,SDCBP,
LGALS2,,SDCBP2,
LRATD1,,ARHGEF5,
LRATD1,,CYGB,
LRRC25,,AGPAT4,
LRRC25,,ANKRD46,
LRRC25,,APOL3,
LRRC25,,ATP6V0C,
LRRC25,,BMP10,
LRRC25,,BRICD5,
LRRC25,,CD72,
LRRC25,,CLDN19,
LRRC25,,CLEC1A,
LRRC25,,CLN6,
LRRC25,,CLRN2,
LRRC25,,CNIH3,
LRRC25,,CXCL9,
LRRC25,,DEFB121,
LRRC25,,EDDM3B,
LRRC25,,FAM3C,
LRRC25,,FATE1,
LRRC25,,FPR2,
LRRC25,,GPRC5D,
LRRC25,,LHFPL5,
LRRC25,,MAL,
LRRC25,,OPRM1,
LRRC25,,PKMYT1,
LRRC25,,PNLIPRP1,
LRRC25,,SEC22A,
LRRC25,,SEC61G,
LRRC25,,SMCO4,
LRRC25,,SPNS3,
LRRC25,,TMEM120A,
LRRC25,,TMEM201,
LRRC25,,TNF,
LRRC25,,TRAF3IP3,
LRRC25,,TSPAN4,
LRRC25,,TTMP,
LRRC25,,VAMP5,
LRRC25,,YIPF6,
LSM14B,,HOMER3,
LSM14B,,NTAQ1,
LSM14B,,TCEANC,
LY6D,,AQP6,
LY6D,,ELOVL4,
LY6D,,TMEM86B,
MFI,,ATOSB,
MFSD11,,FXYD3,
MFSD11,,GJA8,
MFSD11,,GJB3,
MFSD11,,LAYN,
MFSD11,,PIK3IP1,
MFSD11,,PVR,
MFSD14B,,ADIPOQ,
MFSD14B,,AGPAT4,
MFSD14B,,ARL6IP1,
MFSD14B,,ARLN,
MFSD14B,,ATP13A1,
MFSD14B,,BNIP3,
MFSD14B,,CCL4L1,
MFSD14B,,CFHR5,
MFSD14B,,CLDN4,
MFSD14B,,CMTM3,
MFSD14B,,COMT,
MFSD14B,,CYB5B,
MFSD14B,,CYBC1,
MFSD14B,,DEFB127,
MFSD14B,,EMC6,
MFSD14B,,ERG28,
MFSD14B,,FKBP8,
MFSD14B,,FMO1,
MFSD14B,,FUNDC2,
MFSD14B,,GIMAP1,
MFSD14B,,GOSR2,
MFSD14B,,GRM2,
MFSD14B,,KTN1,
MFSD14B,,LAT,
MFSD14B,,LEPROTL1,
MFSD14B,,LRP10,
MFSD14B,,MGLL,
MFSD14B,,MS4A1,
MFSD14B,,NAT8,
MFSD14B,,NRAC,
MFSD14B,,ORMDL1,
MFSD14B,,PEX16,
MFSD14B,,PKMYT1,
MFSD14B,,PPGB,
MFSD14B,,PRRT2,
MFSD14B,,RNF24,
MFSD14B,,SACM1L,
MFSD14B,,SCD,
MFSD14B,,SERP1,
MFSD14B,,SERP2,
MFSD14B,,SLC25A46,
MFSD14B,,SLC39A9,
MFSD14B,,SLC66A2,
MFSD14B,,SMAGP,
MFSD14B,,STX3,
MFSD14B,,TECR,
MFSD14B,,THSD7B,
MFSD14B,,TIMMDC1,
MFSD14B,,TMEM167B,
MFSD14B,,TMEM176A,
MFSD14B,,TMEM19,
MFSD14B,,TMEM208,
MFSD14B,,TMEM229B,
MFSD14B,,TMEM239,
MFSD14B,,TMX2,
MFSD14B,,TPRG1,
MFSD14B,,TREX1,
MFSD14B,,TSNARE1,
MFSD14B,,TUSC5,
MFSD14B,,UBE2J1,
MFSD14B,,UNC50,
MFSD14B,,USE1,
MFSD14B,,YIPF1,
MFSD14B,,YIPF2,
MFSD14B,,YIPF4,
MFSD14B,,YIPF6,
MFSD14B,,ZDHHC24,
MFSD14B,,ZFPL1,
MOB1A,,GMEB2,
MOB1A,,IKZF4,
MOB1A,,KANK2,
MOB1A,,KXD1,
MOB1A,,LZTFL1,
MOB1A,,PCYT1A,
MOB1A,,SEPTIN3,
MOB1A,,TDO2,
MOB1A,,TMEM190,
MOB1A,,TRIM32,
MOB1A,,WASHC3,
MOB3C,,IKZF4,
MOB3C,,KANK2,
MOB3C,,PCYT1A,
MOB3C,,PTPN21,
MPP3,,BTBD1,
MPP3,,LIN7A,
MPP3,,LIN7B,
MPP3,,LIN7C,
MPP3,,PKNOX1,
MPP3,,ZNF655,
MRPL32,,PRDM14,
MRPL54,,MRPL11,
MYEF2,,GOLGA2,
MYEF2,,LNX1,
MYEF2,,NFKBID,
MYEF2,,OIP5,
MYEF2,,PLEKHG4,
MYEF2,,TRIM23,
MYEF2,,ZRANB1,
MYOT,,ACTN3,
MYOT,,PFDN5,
NAF1,,BOLL,
NAF1,,DAZAP2,
NAF1,,ELOA,
NAF1,,FAM168A,
NAF1,,FUBP1,
NAF1,,HERPUD2,
NAF1,,KRTAP19-3,
NAF1,,KRTAP19-7,
NAF1,,KRTAP6-1,
NAF1,,KRTAP6-2,
NAF1,,MAGED1,
NAF1,,MSX2,
NAF1,,RAMAC,
NAF1,,SNX33,
NAF1,,SORBS3,
NAF1,,SS18L1,
NAF1,,TENT5B,
NAF1,,TLE5,
NAF1,,UBE2I,
NELFCD,,NELFA,
NELFCD,,NELFB,
NFIX,,MLH1,
NFIX,,QRICH1,
NONO,,C11orf68,
NRXN3,,PAX4,
NSD2,,HORMAD2,
NSD2,,PLEKHF2,
NUBPL,,KDM8,
NUBPL,,NUBP2,
NXT2,,GOLGA2,
NXT2,,GOLGA6L9,
NXT2,,IKZF3,
NXT2,,NXF2B,
NXT2,,NXF3,
NXT2,,RASSF10,
NXT2,,SSBP3,
NXT2,,TCF4,
NXT2,,ZNF655,
OARD1,,TNKS,
ODAD2,,NR4A2,
OOEP,,ABI2,
OOEP,,AIRIM,
OOEP,,ALOX5,
OOEP,,ENKD1,
OOEP,,KIF9,
OOEP,,LONRF1,
OOEP,,NTAQ1,
OOEP,,SNRPB,
OOEP,,TCEANC,
OR10G4,,B4GALT1,
OR10G4,,RPL12,
P4HA3,,ACOT8,
P4HA3,,ADRA2C,
P4HA3,,ATN1,
P4HA3,,B9D2,
P4HA3,,BAG4,
P4HA3,,BLOC1S2,
P4HA3,,C1QTNF2,
P4HA3,,CERCAM,
P4HA3,,CKMT2,
P4HA3,,CLPP,
P4HA3,,CT55,
P4HA3,,CTAG1A,
P4HA3,,CTNNBIP1,
P4HA3,,FAM136A,
P4HA3,,FIRRM,
P4HA3,,GGA3,
P4HA3,,HGS,
P4HA3,,KRTAP19-5,
P4HA3,,KRTAP6-1,
P4HA3,,KRTAP8-1,
P4HA3,,LRP2BP,
P4HA3,,MAGEA2,
P4HA3,,MCCD1,
P4HA3,,MSRA,
P4HA3,,NICN1,
P4HA3,,OIP5,
P4HA3,,PROP1,
P4HA3,,PSMB4,
P4HA3,,RBFOX1,
P4HA3,,RUSC1,
P4HA3,,SCARA5,
P4HA3,,SERTAD3,
P4HA3,,STMN3,
P4HA3,,TLE5,
P4HA3,,TOX2,
P4HA3,,VPS37C,
P4HA3,,ZBTB7B,
P4HA3,,ZC3H12A,
PBX1,,BRMS1L,
PBX1,,CDCA7L,
PBX1,,EFHC1,
PBX1,,FAM90A1,
PBX1,,HOXB5,
PBX1,,HOXC5,
PBX1,,HOXC8,
PBX1,,MEIS2,
PBX1,,PIN1,
PDIA6,,GET3,
PDIA6,,SGTB,
PEX3,,PEX16,
PEX3,,PEX19,
PHC2,,FOSB,
PHC2,,HDAC7,
PHC2,,KLHDC7B,
PHC2,,KRT31,
PHC2,,MLLT6,
PHC2,,PLAGL2,
PICK1,,ABT1,
PICK1,,AEBP2,
PICK1,,AKT2,
PICK1,,ALKBH8,
PICK1,,AP1M1,
PICK1,,AP1S1,
PICK1,,ARHGEF3,
PICK1,,ARHGEF5,
PICK1,,ARL6IP1,
PICK1,,ARMCX1,
PICK1,,ATOSB,
PICK1,,ATP5IF1,
PICK1,,BAHD1,
PICK1,,BCL2L14,
PICK1,,BEX1,
PICK1,,BLK,
PICK1,,BLOC1S2,
PICK1,,BOLA3,
PICK1,,BRD1,
PICK1,,BUD31,
PICK1,,BYSL,
PICK1,,C2CD5,
PICK1,,C8orf33,
PICK1,,CARD9,
PICK1,,CCDC102B,
PICK1,,CCNH,
PICK1,,CDC42EP2,
PICK1,,CDC73,
PICK1,,CDCA7L,
PICK1,,CDK2AP1,
PICK1,,CDKL3,
PICK1,,CDKN2B,
PICK1,,CDKN2D,
PICK1,,CEP19,
PICK1,,CEP57L1,
PICK1,,CEP89,
PICK1,,CEP95,
PICK1,,CGGBP1,
PICK1,,CHMP1B,
PICK1,,CPNE2,
PICK1,,CPNE7,
PICK1,,CRY2,
PICK1,,CSNK2A2,
PICK1,,CTSG,
PICK1,,CUTC,
PICK1,,CWF19L2,
PICK1,,CYP21A2,
PICK1,,DCTD,
PICK1,,DCUN1D5,
PICK1,,DDX55,
PICK1,,DDX6,
PICK1,,DMC1,
PICK1,,DMD,
PICK1,,DNAAF19,
PICK1,,DNAJB13,
PICK1,,DNTTIP2,
PICK1,,DPF2,
PICK1,,DRAP1,
PICK1,,DTNB,
PICK1,,DUSP29,
PICK1,,EAF1,
PICK1,,EFHC2,
PICK1,,EHHADH,
PICK1,,EIF1AD,
PICK1,,EIF3D,
PICK1,,EIF4A3,
PICK1,,EIF4EBP1,
PICK1,,EIF4H,
PICK1,,EIF5A,
PICK1,,ENKD1,
PICK1,,EPM2AIP1,
PICK1,,ESCO2,
PICK1,,EXOSC5,
PICK1,,FAM161A,
PICK1,,FAM161B,
PICK1,,FAM219B,
PICK1,,FAM90A1,
PICK1,,FAM9A,
PICK1,,FBXL3,
PICK1,,FBXL8,
PICK1,,FGF16,
PICK1,,FKBP6,
PICK1,,GADD45GIP1,
PICK1,,GAS2L2,
PICK1,,GLYCTK,
PICK1,,GPATCH11,
PICK1,,GPATCH2,
PICK1,,GPC4,
PICK1,,GPKOW,
PICK1,,GRB10,
PICK1,,GRB7,
PICK1,,GRXCR1,
PICK1,,GTF2E2,
PICK1,,GTPBP2,
PICK1,,HEXIM2,
PICK1,,HMBOX1,
PICK1,,HMBS,
PICK1,,HMG20A,
PICK1,,HOPX,
PICK1,,HOXA5,
PICK1,,HSD17B14,
PICK1,,HSF2,
PICK1,,HSF2BP,
PICK1,,ID2,
PICK1,,IHO1,
PICK1,,IL16,
PICK1,,ILF2,
PICK1,,INO80B,
PICK1,,INO80E,
PICK1,,INPP5J,
PICK1,,IP6K1,
PICK1,,ISCU,
PICK1,,JRK,
PICK1,,KAT5,
PICK1,,KCTD1,
PICK1,,KCTD6,
PICK1,,KCTD9,
PICK1,,KIAA1328,
PICK1,,L3MBTL2,
PICK1,,LCLAT1,
PICK1,,LCN2,
PICK1,,LGALS14,
PICK1,,LMO1,
PICK1,,LMO3,
PICK1,,LONRF1,
PICK1,,LRRC73,
PICK1,,LZTFL1,
PICK1,,LZTS1,
PICK1,,MAGEA4,
PICK1,,MAGEB4,
PICK1,,MAP2K6,
PICK1,,MAPK9,
PICK1,,MAPRE3,
PICK1,,MAZ,
PICK1,,MBD3,
PICK1,,MCM10,
PICK1,,MEOX2,
PICK1,,MGC50722,
PICK1,,MGME1,
PICK1,,MID2,
PICK1,,MMTAG2,
PICK1,,MNS1,
PICK1,,MORF4L1,
PICK1,,MORF4L2,
PICK1,,MORN3,
PICK1,,MOS,
PICK1,,MRI1,
PICK1,,MRNIP,
PICK1,,MSRB3,
PICK1,,MSS51,
PICK1,,MTA1,
PICK1,,MTG1,
PICK1,,NATD1,
PICK1,,NDEL1,
PICK1,,NECAB2,
PICK1,,NEK6,
PICK1,,NME7,
PICK1,,NMNAT1,
PICK1,,NOC4L,
PICK1,,OPTN,
PICK1,,OSBP2,
PICK1,,OSGIN1,
PICK1,,PAFAH1B3,
PICK1,,PAX6,
PICK1,,PBX4,
PICK1,,PCBD1,
PICK1,,PDCD5,
PICK1,,PDS5A,
PICK1,,PEBP1,
PICK1,,PHF19,
PICK1,,PIBF1,
PICK1,,PKN1,
PICK1,,PKNOX2,
PICK1,,PLEKHA7,
PICK1,,PNO1,
PICK1,,POLL,
PICK1,,POLR3C,
PICK1,,PPL,
PICK1,,PRPF18,
PICK1,,PRPF31,
PICK1,,PRPF40A,
PICK1,,PSMA1,
PICK1,,PSME3,
PICK1,,PTRH1,
PICK1,,QARS1,
PICK1,,RAD51D,
PICK1,,RASAL3,
PICK1,,REEP6,
PICK1,,REL,
PICK1,,RIMS3,
PICK1,,RIN1,
PICK1,,RNF8,
PICK1,,RNPS1,
PICK1,,ROBO3,
PICK1,,ROPN1,
PICK1,,RPIA,
PICK1,,RPP25,
PICK1,,RRP8,
PICK1,,RXRB,
PICK1,,RXRG,
PICK1,,SCAND1,
PICK1,,SCNM1,
PICK1,,SEMA3B,
PICK1,,SEPTIN1,
PICK1,,SERBP1,
PICK1,,SERTAD1,
PICK1,,SERTAD3,
PICK1,,SH2D4A,
PICK1,,SH3GLB2,
PICK1,,SHFL,
PICK1,,SLIRP,
PICK1,,SLX9,
PICK1,,SMARCB1,
PICK1,,SMARCD1,
PICK1,,SNRNP25,
PICK1,,SNRPA1,
PICK1,,SNRPB2,
PICK1,,SNW1,
PICK1,,SPANXN2,
PICK1,,SPATC1L,
PICK1,,SPEG,
PICK1,,SSNA1,
PICK1,,STK4,
PICK1,,SYT17,
PICK1,,TBC1D22B,
PICK1,,TBC1D7,
PICK1,,TCEA2,
PICK1,,TCEANC,
PICK1,,TCEANC2,
PICK1,,TDO2,
PICK1,,TEX101,
PICK1,,TFIP11,
PICK1,,THAP6,
PICK1,,THAP7,
PICK1,,TLE5,
PICK1,,TLNRD1,
PICK1,,TPM4,
PICK1,,TRAF4,
PICK1,,TRAF5,
PICK1,,TRIM44,
PICK1,,TRIM54,
PICK1,,TRIML2,
PICK1,,TRMT2A,
PICK1,,TSGA10IP,
PICK1,,TSN,
PICK1,,TSTD2,
PICK1,,TTC23,
PICK1,,TTC23L,
PICK1,,TXNDC9,
PICK1,,TXNL4B,
PICK1,,TYW3,
PICK1,,UBE2E3,
PICK1,,UBE2K,
PICK1,,USHBP1,
PICK1,,USP2,
PICK1,,UTP3,
PICK1,,VAX1,
PICK1,,VEZF1,
PICK1,,VPS25,
PICK1,,WHR1,
PICK1,,WT1,
PICK1,,XPA,
PICK1,,YES1,
PICK1,,YPEL2,
PICK1,,YTHDC1,
PICK1,,ZBED1,
PICK1,,ZBTB2,
PICK1,,ZBTB24,
PICK1,,ZBTB49,
PICK1,,ZFHX3,
PICK1,,ZFP2,
PICK1,,ZFP91,
PICK1,,ZMAT2,
PICK1,,ZMYND12,
PICK1,,ZNF165,
PICK1,,ZNF17,
PICK1,,ZNF205,
PICK1,,ZNF250,
PICK1,,ZNF264,
PICK1,,ZNF276,
PICK1,,ZNF286A,
PICK1,,ZNF329,
PICK1,,ZNF330,
PICK1,,ZNF35,
PICK1,,ZNF408,
PICK1,,ZNF410,
PICK1,,ZNF414,
PICK1,,ZNF417,
PICK1,,ZNF438,
PICK1,,ZNF497,
PICK1,,ZNF524,
PICK1,,ZNF575,
PICK1,,ZNF576,
PICK1,,ZNF593,
PICK1,,ZNF624,
PICK1,,ZNF691,
PICK1,,ZNF71,
PICK1,,ZNF764,
PICK1,,ZSCAN21,
PICK1,,ZSCAN23,
PICK1,,ZZZ3,
PIERCE2,,QRICH1,
PINX1,,AIDA,
PINX1,,C14orf119,
PINX1,,EIF1AD,
PINX1,,GYS1,
PINX1,,MFAP1,
PINX1,,TNPO2,
PINX1,,UBL5,
PLEKHF1,,CAVIN2,
PLEKHF1,,CHIC2,
PLEKHF1,,L3MBTL3,
PLEKHF1,,NPM2,
PLEKHF1,,TNFAIP8,
PNKP,,CACFD1,
PNKP,,CAMK2B,
PNKP,,CARD10,
PNKP,,CCDC14,
PNKP,,CCDC43,
PNKP,,CISD2,
PNKP,,CNTROB,
PNKP,,COL17A1,
PNKP,,DVL3,
PNKP,,FADS6,
PNKP,,GAS8,
PNKP,,IKZF1,
PNKP,,KANK2,
PNKP,,KLHL12,
PNKP,,MCC,
PNKP,,MEOX2,
PNKP,,MGST2,
