bait,bait_uniprot,prey_gene,prey_uniprot
GBE1,,GYG1,
GBE1,,GYS1,
GCNT2,,ATP2A1,
GCNT2,,COL14A1,
GCNT2,,FAM3C,
GCNT2,,GHITM,
GCNT2,,TRIM68,
GDF9,,ACTBL2,
GDF9,,APBB1,
GDF9,,DKFZp761E198,
GDF9,,FBXO2,
GDF9,,MYH11,
GDF9,,TUBA4A,
GDF9,,TUBB8,
GGA2,,CLINT1,
GGA2,,GGA1,
GGA2,,RABEP1,
GKN1,,C6orf58,
GKN1,,CST1,
GKN1,,CST4,
GKN1,,LYZL1,
GKN1,,MUC7,
GKN1,,ZG16B,
GOLGA7,,BDH2,
GOLGA7,,TPM2,
GPR64,,ARFGEF1,
GPR64,,ATM,
GPR64,,C7orf63,
GPR64,,GMIP,
GPR64,,GPR50,
GPR64,,GPR89A,
GPR64,,INTS1,
GPR64,,LASS6,
GPR64,,RIF1,
GPR64,,SLC7A3,
GPR64,,TUBGCP4,
GPR84,,LASS6,
GPR84,,LGALS3,
GRAP2,,ANAPC16,
GRAP2,,ANAPC2,
GRAP2,,CDC23,
GRAP2,,CDC27,
GRAP2,,FAM59A,
GRAP2,,GAB1,
GRAP2,,GAB2,
GRAP2,,ITCH,
GRAP2,,PTPN23,
GRAP2,,SNX18,
GRAP2,,STAMBP,
GRAP2,,TNIP1,
GRAP2,,TRIM68,
GRAP2,,USP8,
GRAP2,,ZSCAN21,
H3F3B,,ASF1A,
H3F3B,,ASF1B,
H3F3B,,ATRX,
H3F3B,,CABIN1,
H3F3B,,CBX5,
H3F3B,,CHAF1A,
H3F3B,,CHAF1B,
H3F3B,,DNAJC9,
H3F3B,,EHMT1,
H3F3B,,EHMT2,
H3F3B,,FBLIM1,
H3F3B,,GINS3,
H3F3B,,GINS4,
H3F3B,,H2AFY,
H3F3B,,H2AFY2,
H3F3B,,HIRA,
H3F3B,,HIST1H1T,
H3F3B,,HIST1H2AG,
H3F3B,,HIST2H2AB,
H3F3B,,HIST2H3PS2,
H3F3B,,IPO4,
H3F3B,,IWS1,
H3F3B,,MCM2,
H3F3B,,MCM4,
H3F3B,,MCM6,
H3F3B,,MCM7,
H3F3B,,MMS22L,
H3F3B,,PARP2,
H3F3B,,PPTC7,
H3F3B,,RBBP4,
H3F3B,,RBBP7,
H3F3B,,SPTY2D1,
H3F3B,,SSRP1,
H3F3B,,SUPT16H,
H3F3B,,SUPT6H,
H3F3B,,TIMELESS,
H3F3B,,TONSL,
H3F3B,,UBN1,
H3F3B,,UBN2,
H3F3B,,UBR7,
H3F3B,,WIZ,
H3F3B,,XPC,
H3F3B,,ZNF644,
HHATL,,ACOT1,
HLA-DPA1,,APOE,
HLA-DPA1,,ATP13A2,
HLA-DPA1,,B4GALT3,
HLA-DPA1,,B4GALT4,
HLA-DPA1,,B4GALT5,
HLA-DPA1,,BTN2A1,
HLA-DPA1,,C17orf80,
HLA-DPA1,,C2orf60,
HLA-DPA1,,CHSY1,
HLA-DPA1,,CLU,
HLA-DPA1,,DAG1,
HLA-DPA1,,DCBLD1,
HLA-DPA1,,DKFZp686O24166,
HLA-DPA1,,DSE,
HLA-DPA1,,FKRP,
HLA-DPA1,,FKTN,
HLA-DPA1,,FUT4,
HLA-DPA1,,GALNT11,
HLA-DPA1,,GOLIM4,
HLA-DPA1,,HBA2,
HLA-DPA1,,HLA-DPB1,
HLA-DPA1,,HS3ST3B1,
HLA-DPA1,,INTS7,
HLA-DPA1,,ITFG1,
HLA-DPA1,,KIDINS220,
HLA-DPA1,,KLRG2,
HLA-DPA1,,LPCAT2,
HLA-DPA1,,LTBP1,
HLA-DPA1,,MTX1,
HLA-DPA1,,NMU,
HLA-DPA1,,NOB1,
HLA-DPA1,,PDK1,
HLA-DPA1,,PNPLA6,
HLA-DPA1,,POM121,
HLA-DPA1,,POTEF,
HLA-DPA1,,PTPRS,
HLA-DPA1,,QSOX1,
HLA-DPA1,,QSOX2,
HLA-DPA1,,RNF167,
HLA-DPA1,,SAMD1,
HLA-DPA1,,SERPINB4,
HLA-DPA1,,SLC22A18,
HLA-DPA1,,SLC25A15,
HLA-DPA1,,SLC25A16,
HLA-DPA1,,SLC25A33,
HLA-DPA1,,SLC25A4,
HLA-DPA1,,SLC38A10,
HLA-DPA1,,SORL1,
HLA-DPA1,,SREBF2,
HLA-DPA1,,TAF6L,
HLA-DPA1,,TNFSF9,
HLA-DPA1,,TOR1B,
HLA-DPA1,,ULBP3,
HLA-DRB1,,BTN2A2,
HLA-DRB1,,CNNM1,
HLA-DRB1,,CTDNEP1,
HLA-DRB1,,EIF2AK3,
HLA-DRB1,,HLA-DRB5,
HLA-DRB1,,KIAA0319L,
HLA-DRB1,,LOC100507714,
HLA-DRB1,,NETO2,
HLA-DRB1,,PDE3B,
HLA-DRB1,,RNF149,
HLA-DRB1,,SEMA4F,
HLA-DRB1,,SQLE,
HLA-DRB1,,TMEM93,
HNF4A,,TP53,
HNRNPK,,CASP2,
HNRNPK,,FNBP1L,
HNRNPK,,KLHL23,
HNRNPK,,PLCG1,
HNRNPK,,SNX33,
HNRNPK,,XPNPEP3,
HOXA5,,AHCYL1,
HOXA5,,AHCYL2,
HOXA5,,ANKHD1,
HOXA5,,ANKHD1-EIF4EBP3,
HOXA5,,ANKRD17,
HOXA5,,BTBD9,
HOXA5,,ERBB2IP,
HOXA5,,HOXB7,
HOXA5,,HOXD4,
HOXA5,,KCTD10,
HOXA5,,NUP155,
HOXA5,,RNH1,
HOXA5,,SIRT1,
HOXA5,,SIRT5,
HOXA5,,TRAF7,
HOXA5,,TRIM11,
HPN,,ADAMTS1,
HPN,,ADPGK,
HPN,,ALG9,
HPN,,ATP5G1,
HPN,,B4GALT7,
HPN,,BACE2,
HPN,,C10orf58,
HPN,,C1GALT1,
HPN,,C1GALT1C1,
HPN,,CANX,
HPN,,CCPG1,
HPN,,CD55,
HPN,,CHID1,
HPN,,CHPF,
HPN,,COCH,
HPN,,CRISPLD1,
HPN,,CTSL1,
HPN,,DNAJA3,
HPN,,DNAJB9,
HPN,,DPY19L4,
HPN,,EGFL7,
HPN,,EPHB4,
HPN,,ERMP1,
HPN,,ERO1LB,
HPN,,FAM69A,
HPN,,FBLN1,
HPN,,FKBP14,
HPN,,FNDC3A,
HPN,,FUT8,
HPN,,FZD3,
HPN,,GALNT4,
HPN,,GALNT7,
HPN,,GCNT1,
HPN,,GLB1L2,
HPN,,GLG1,
HPN,,GLRB,
HPN,,GLT8D2,
HPN,,GOLGA5,
HPN,,GPC2,
HPN,,GPC3,
HPN,,GPC4,
HPN,,GPC6,
HPN,,HAPLN3,
HPN,,HS6ST1,
HPN,,IFNGR1,
HPN,,INHBE,
HPN,,LMAN1,
HPN,,LOC100507680,
HPN,,LRP11,
HPN,,LRRC3,
HPN,,LSR,
HPN,,MAN1A1,
HPN,,MANEAL,
HPN,,MFGE8,
HPN,,MGAT1,
HPN,,MGAT5,
HPN,,MICA,
HPN,,MOGS,
HPN,,NDST1,
HPN,,NOMO1,
HPN,,PCOLCE2,
HPN,,PDIA5,
HPN,,PLAT,
HPN,,POGLUT1,
HPN,,POMT1,
HPN,,PPT2,
HPN,,PVRL2,
HPN,,SCARB1,
HPN,,SERPINF1,
HPN,,ST6GALNAC3,
HPN,,STC2,
HPN,,SULF1,
HPN,,SUN2,
HPN,,TGFBR3,
HPN,,TIMP3,
HPN,,TM9SF2,
HPN,,TMEM18,
HPN,,TMEM67,
HPN,,TMX4,
HPN,,TOR1A,
HPN,,TOR2A,
HPN,,TOR3A,
HPN,,TUSC3,
HPN,,UGT8,
HPN,,ULBP3,
HPN,,VLDLR,
HPN,,WNT5A,
HPN,,ZFPL1,
IL18RAP,,PIGA,
IL18RAP,,PIGH,
INHBB,,ACVR2A,
INHBB,,ACVR2B,
INHBB,,PKN1,
INSL4,,GPR98,
INSL4,,HMGCS1,
INSL4,,SGSH,
INSL4,,TESC,
INSL4,,UBR3,
IP6K2,,PGK2,
ISOC2,,ALAD,
ISOC2,,APIP,
ISOC2,,CCDC102A,
ISOC2,,DNLZ,
ISOC2,,ELP3,
ISOC2,,GTPBP1,
ISOC2,,HBS1L,
ISOC2,,INPP5A,
ISOC2,,MPP2,
ISOC2,,NIT1,
ISOC2,,PUSL1,
ISOC2,,RAB6B,
ISOC2,,SELO,
ISOC2,,TGFBRAP1,
ISOC2,,VPS11,
ITIH5L,,CNPY4,
ITIH5L,,FKBP14,
ITIH5L,,KIAA1522,
JTB,,AAAS,
JTB,,ATP12A,
JTB,,ATRIP,
JTB,,BRAF,
JTB,,CUX1,
JTB,,DCUN1D5,
JTB,,DNM1L,
JTB,,INTS1,
JTB,,MIPEP,
JTB,,PIGA,
JTB,,PIGQ,
JTB,,RDH13,
JTB,,SACM1L,
JTB,,STEAP3,
JTB,,TMEM120A,
JTB,,TMEM120B,
JTB,,TMEM48,
JTB,,TTC28,
JTB,,USP30,
JTB,,UTP20,
JTB,,VAPA,
JTB,,XPO4,
KIAA1524,,ALDH3A2,
KIAA1524,,ENOSF1,
KIAA1737,,CLOCK,
KIAA1737,,ZMYM4,
KIAA2013,,GPRC5B,
KIAA2013,,TMBIM6,
KRTCAP3,,ATP12A,
KRTCAP3,,ATP6V0A2,
KRTCAP3,,CD47,
KRTCAP3,,FITM2,
KRTCAP3,,FUT8,
KRTCAP3,,FZD2,
KRTCAP3,,GOLGA5,
KRTCAP3,,GOLPH3,
KRTCAP3,,GOLPH3L,
KRTCAP3,,GOSR1,
KRTCAP3,,GOSR2,
KRTCAP3,,GPRC5B,
KRTCAP3,,KLRG2,
KRTCAP3,,LOC100510688,
KRTCAP3,,LPHN3,
KRTCAP3,,MFSD8,
KRTCAP3,,REEP5,
KRTCAP3,,REEP6,
KRTCAP3,,SC4MOL,
KRTCAP3,,SLC22A23,
KRTCAP3,,SMCR8,
KRTCAP3,,TMEM186,
KRTCAP3,,TMX4,
KRTCAP3,,TSPAN15,
KRTCAP3,,TSPAN3,
KRTCAP3,,TTYH3,
KRTCAP3,,VAMP3,
KRTCAP3,,WDR41,
KRTCAP3,,ZDHHC13,
KRTCAP3,,ZDHHC18,
LAMP1,,C4A,
LAMP1,,CUX1,
LAMP1,,DNM3,
LAMP1,,FAM3C,
LAMP1,,FZD2,
LAMP1,,FZD7,
LAMP1,,LEMD3,
LAMP1,,PLAA,
LAMP1,,RAB4A,
LAMP1,,RARS,
LAMP1,,SLC38A7,
LAMP1,,STK17B,
LAMP3,,ACOT9,
LAMP3,,AHCTF1,
LAMP3,,ARFGEF1,
LAMP3,,ARFGEF2,
LAMP3,,C3orf31,
LAMP3,,CAMK1D,
LAMP3,,COMMD2,
LAMP3,,COMMD3,
LAMP3,,DARS2,
LAMP3,,DOPEY2,
LAMP3,,DSTYK,
LAMP3,,FASTKD1,
LAMP3,,FASTKD3,
LAMP3,,GALNT4,
LAMP3,,HARS2,
LAMP3,,HBS1L,
LAMP3,,HSPA12A,
LAMP3,,HUS1,
LAMP3,,INTS5,
LAMP3,,INTS8,
LAMP3,,JAK1,
LAMP3,,KNTC1,
LAMP3,,LTN1,
LAMP3,,MAD2L2,
LAMP3,,MAP2K7,
LAMP3,,MAPK8,
LAMP3,,MARCH5,
LAMP3,,METTL15,
LAMP3,,MYADM,
LAMP3,,NARS2,
LAMP3,,NEK4,
LAMP3,,NEK7,
LAMP3,,PCCA,
LAMP3,,PDK1,
LAMP3,,PDS5A,
LAMP3,,RABGGTA,
LAMP3,,RNF213,
LAMP3,,RTCD1,
LAMP3,,SEC14L1,
LAMP3,,SEL1L3,
LAMP3,,SGPP1,
LAMP3,,SLC25A14,
LAMP3,,TBRG4,
LAMP3,,TTC28,
LAMP3,,TUBB3,
LAMP3,,UCKL1,
LAMP3,,UGDH,
LAMP3,,XRCC3,
LAMP3,,ZRANB3,
LAMTOR2,,CDC16,
LAMTOR2,,CDC23,
LAMTOR2,,CDC27,
LAMTOR2,,RRAGC,
LAMTOR2,,RRAGD,
LAMTOR2,,SLC38A9,
LAMTOR2,,STYX,
LAPTM5,,ANKRD13D,
LAPTM5,,CD63,
LAPTM5,,ITCH,
LAPTM5,,MAGI1,
LAPTM5,,NEDD4,
LAPTM5,,NEDD4L,
LAPTM5,,REEP5,
LAPTM5,,SELO,
LAPTM5,,STXBP1,
LAPTM5,,STXBP3,
LAPTM5,,STXBP4,
LAPTM5,,YAP1,
LRPAP1,,LDLR,
LRPAP1,,LRP1,
LRPAP1,,LRP1B,
LRPAP1,,LRP2,
LRPAP1,,LRP4,
LRPAP1,,LRP8,
LRPAP1,,ROCK2,
LRPAP1,,SORL1,
LRPAP1,,VLDLR,
LY6G5C,,ATP7A,
LY6G5C,,C3orf64,
LY6G5C,,DHRS4,
LY6G5C,,ITGA8,
LY6G5C,,ITGAV,
LY6G5C,,KCMF1,
LY6G5C,,LOC100507680,
LY6G5C,,MESDC2,
LY6G5C,,SQSTM1,
LY6G5C,,TEX15,
LY6G5C,,TUBB8,
LY6G5C,,UBR1,
LY6G5C,,UBR4,
LYG2,,BIRC2,
LYG2,,COL4A2,
LYG2,,NID2,
LYG2,,PLOD3,
LYG2,,PPP2R2D,
LYG2,,SPATA20,
LYG2,,TRAF2,
LYG2,,VIPAR,
LYG2,,VPS33B,
LYG2,,ZER1,
MAPK9,,DSG4,
MAPK9,,DUSP14,
MAPK9,,HIST1H1B,
MAPK9,,LRRC15,
MAPK9,,PKP3,
MAPK9,,SERPINB5,
MAS1,,ABCD1,
MAS1,,ABHD3,
MAS1,,ACAD10,
MAS1,,ACTA2,
MAS1,,AGPAT9,
MAS1,,ARL10,
MAS1,,ARRB2,
MAS1,,ATAD1,
MAS1,,ATL2,
MAS1,,ATL3,
MAS1,,ATP13A3,
MAS1,,ATP6V1H,
MAS1,,BMPR1A,
MAS1,,BRAT1,
MAS1,,BTAF1,
MAS1,,COQ5,
MAS1,,CRYAB,
MAS1,,DSG4,
MAS1,,DUSP14,
MAS1,,EFHD1,
MAS1,,EXOC6,
MAS1,,FAM108B1,
MAS1,,FAM116A,
MAS1,,FASTKD1,
MAS1,,FLT4,
MAS1,,GPR50,
MAS1,,HEATR2,
MAS1,,INTS1,
MAS1,,ITPRIP,
MAS1,,JAK1,
MAS1,,METTL15,
MAS1,,MTX1,
MAS1,,NCAPG,
MAS1,,PDS5A,
MAS1,,PDS5B,
MAS1,,PKN3,
MAS1,,PKP3,
MAS1,,POTEF,
MAS1,,PRKDC,
MAS1,,RAB3B,
MAS1,,RELT,
MAS1,,RIF1,
MAS1,,SELENBP1,
MAS1,,SFXN5,
MAS1,,SLC30A5,
MAS1,,SLC7A6,
MAS1,,SYNGR3,
MAS1,,TMEM11,
MAS1,,TMEM22,
MAS1,,TRIM29,
MAS1,,TTK,
MAS1,,TUBGCP2,
MAS1,,TUBGCP4,
MAS1,,VMP1,
MAS1,,XPO7,
MAS1,,ZFPL1,
MAS1,,ZYX,
METTL6,,C2orf60,
METTL6,,DENND4A,
METTL6,,FOXC1,
METTL6,,PDLIM5,
METTL6,,PLS1,
METTL6,,STIM1,
METTL6,,WNK1,
MFAP4,,AES,
MFAP4,,C10orf18,
MFAP4,,CLEC16A,
MFAP4,,CSTF1,
MFAP4,,CSTF3,
MFAP4,,ERC1,
MFAP4,,FKBP15,
MFAP4,,GCA,
MFAP4,,ISL2,
MFAP4,,KCNAB2,
MFAP4,,LDB1,
MFAP4,,LMF2,
MFAP4,,LMX1B,
MFAP4,,PEX1,
MFAP4,,PPHLN1,
MFAP4,,RDH13,
MFAP4,,SLC25A46,
MFAP4,,SSBP2,
MFAP4,,SSBP3,
MFAP4,,SSBP4,
MFAP4,,TBC1D5,
MFAP4,,TIGD5,
MFAP4,,TLE1,
MFAP4,,TLE2,
MFAP4,,TLE3,
MFAP4,,TLE4,
MFAP4,,TUBB8,
MFAP4,,VPS35,
MFAP4,,ZNF589,
MKNK1,,AHNAK2,
MKNK1,,AMOTL2,
MKNK1,,PLUNC,
MLST8,,CCT2,
MLST8,,CCT7,
MTRF1L,,ACAD9,
MTRF1L,,CHI3L1,
MTRF1L,,HEMK1,
MUC1,,ATP6V0A1,
MUC1,,ATP6V0A2,
MYL2,,ASPM,
MYL2,,IL1F9,
MYL2,,MYL5,
MYL2,,MYO19,
MYL2,,MYO5A,
MYL2,,MYO5B,
NDUFS2,,C2orf56,
NDUFS2,,DHRS4,
NDUFS2,,MCC,
NDUFS2,,NPLOC4,
NDUFS5,,ALOXE3,
NDUFS5,,CAPNS2,
NDUFS5,,CASP14,
NDUFS5,,CPA4,
NDUFS5,,DNAJC30,
NDUFS5,,ECSIT,
NDUFS5,,GSDMA,
NDUFS5,,HAL,
NDUFS5,,KPRP,
NDUFS5,,LOR,
NDUFS5,,ND1,
NDUFS5,,ND4,
NDUFS5,,ND5,
NDUFS5,,NDUFA12,
NDUFS5,,NDUFA7,
NDUFS5,,NDUFAF1,
NDUFS5,,NDUFB11,
NDUFS5,,NDUFB4,
NDUFS5,,NDUFB5,
NDUFS5,,NDUFB6,
NDUFS5,,NDUFB7,
NDUFS5,,NDUFB8,
NDUFS5,,NDUFB9,
NDUFS5,,NDUFC2,
NDUFS5,,NDUFS4,
NDUFS5,,NDUFS6,
NDUFS5,,NDUFV2,
NDUFS5,,NDUFV3,
NDUFS5,,PKP1,
NDUFS5,,POF1B,
NDUFS5,,SBSN,
NDUFS5,,SDR9C7,
NDUFS5,,SERPINA12,
NDUFS5,,SERPINB4,
NDUFS5,,SERPINB8,
NDUFS5,,TGM1,
NDUFS5,,TMEM126B,
NEK6,,NEK7,
NEK6,,NEK9,
NODAL,,TXNDC5,
NOP56,,KPNA3,
NOP56,,KPNA4,
NOP56,,KPNA5,
NOP56,,NOLC1,
NR3C1,,BAG2,
NR3C1,,CAMK2B,
NR3C1,,CAMK2D,
NR3C1,,CAMK2G,
NR3C1,,HSPA8,
NUPR1,,SEMG1,
NUPR1,,SEMG2,
OAS2,,ACACA,
OAS2,,PRKG1,
OR2W3,,RHBDD1,
ORM1,,ORM2,
ORM1,,PTGDS,
OSBPL2,,BIRC6,
OSBPL2,,ZFPL1,
OSM,,C1QBP,
OSM,,C5orf22,
OSM,,IL6ST,
OSM,,TRPM3,
OVOL2,,CSNK2A1,
OVOL2,,HECTD3,
OVOL2,,IPP,
OVOL2,,KLHL36,
OVOL2,,LRP5,
OVOL2,,LRP6,
OVOL2,,RCOR1,
OVOL2,,RCOR3,
OVOL2,,RIC8B,
OVOL2,,TNPO1,
OVOL2,,TNPO2,
OVOL2,,ZZEF1,
P2RY8,,ACAD10,
P2RY8,,ATL2,
P2RY8,,ATM,
P2RY8,,ATP1A2,
P2RY8,,ATP1A4,
P2RY8,,ATP2B3,
P2RY8,,C19orf25,
P2RY8,,C1orf112,
P2RY8,,GFAP,
P2RY8,,GNAZ,
P2RY8,,GOLPH3,
P2RY8,,HEATR2,
P2RY8,,HIST2H3PS2,
P2RY8,,LRRC15,
P2RY8,,SERINC1,
P2RY8,,TMEM11,
P2RY8,,TUBA3C,
PACSIN2,,COBL,
PACSIN2,,COBLL1,
PACSIN2,,MPRIP,
PACSIN2,,THG1L,
PACSIN2,,WIPF2,
PCGF6,,AUTS2,
PCGF6,,BCORL1,
PCGF6,,CBX1,
PCGF6,,CBX3,
PCGF6,,CBX4,
PCGF6,,CBX8,
PCGF6,,CSNK2A1,
PCGF6,,FBRS,
PCGF6,,HDAC1,
PCGF6,,HDAC2,
PCGF6,,MGA,
PCGF6,,RING1,
PCGF6,,RNF2,
PCGF6,,RYBP,
PCGF6,,TFDP1,
PCGF6,,TFDP2,
PCGF6,,USP33,
PCGF6,,USP7,
PCGF6,,ZNF644,
PHYH,,ACOX1,
PHYH,,GNPAT,
PHYH,,HSD17B4,
PHYH,,KIAA0664,
PHYH,,PEX14,
PHYH,,PEX5,
PHYH,,PEX7,
PIK3R6,,ASRGL1,
PIK3R6,,HSPA8,
PIK3R6,,STUB1,
PKIG,,PRKACB,
PKIG,,PRKACG,
PKIG,,TYMS,
PLIN5,,C9orf140,
PLIN5,,INPPL1,
PLIN5,,METAP2,
PLK4,,YWHAH,
PLXDC2,,ATP6V1F,
PLXDC2,,CCDC115,
PLXDC2,,DHRS7,
PLXDC2,,DNAJB9,
PLXDC2,,MANEAL,
PLXDC2,,PNPLA6,
PLXDC2,,SLC31A1,
PLXDC2,,TMEM131,
PLXDC2,,TMEM199,
PLXDC2,,UFSP2,
PLXDC2,,UPK3BL,
PMEPA1,,PPP3CA,
PMEPA1,,PPP3CB,
PMEPA1,,PPP3CC,
PMEPA1,,PPP3R1,
PMEPA1,,STXBP4,
PNKD,,ADD1,
PNKD,,ADD2,
PNKD,,FXC1,
PNKD,,GREB1,
PNKD,,GREB1L,
PNKD,,LRPPRC,
PNKD,,LSS,
PNKD,,NR6A1,
PNKD,,PRMT10,
PNKD,,TBC1D5,
PNKD,,TIMM10,
PNKD,,UBR3,
PRG3,,ARMC8,
PRG3,,ATP12A,
PRG3,,BMP7,
PRG3,,C17orf39,
PRG3,,C20orf11,
PRG3,,C3orf64,
PRG3,,FAM108B1,
PRG3,,FBN2,
PRG3,,FRAS1,
PRG3,,FUT11,
PRG3,,GALNS,
PRG3,,LDLR,
PRG3,,MAEA,
PRG3,,MKLN1,
PRG3,,PCSK5,
PRG3,,POGLUT1,
PRG3,,RANBP10,
PRG3,,RANBP9,
PRG3,,RMND5A,
PRG3,,RMND5B,
PRG3,,SLIT2,
PRG3,,TUBB3,
PRG3,,TXNDC16,
PRG3,,WDR26,
PRG3,,ZMYND19,
PRG3,,ZNF324,
PRMT8,,ANGEL2,
PRMT8,,BCLAF1,
PRMT8,,CHTOP,
PRMT8,,DHX9,
PRMT8,,EWSR1,
PRMT8,,FAM120A,
PRMT8,,HNRNPA1,
PRMT8,,HNRNPA3,
PRMT8,,HNRNPR,
PRMT8,,HNRNPU,
PRMT8,,INA,
PRMT8,,LRRC45,
PRMT8,,LSM14A,
PRMT8,,PRMT1,
PRMT8,,SCAF11,
PRMT8,,SYNCRIP,
PRMT8,,THOC4,
PRMT8,,THRAP3,
PRMT8,,VIM,
PTCD3,,HNRNPU,
PTCD3,,RPS9,
PTCD3,,SRSF3,
PTCD3,,TBC1D2B,
RAB3IL1,,AMOT,
RAB3IL1,,ATG4C,
RAB3IL1,,CCDC102A,
RAB3IL1,,ODF2,
RAB3IL1,,OPTN,
RAB3IL1,,PPFIA3,
RAB3IL1,,RAB3IP,
RAB3IL1,,SUGP2,
RAB3IL1,,TMEM102,
RAB41,,FEM1B,
RAB41,,PPP5C,
RALBP1,,AAK1,
RALBP1,,ANKRD26,
RALBP1,,BIRC6,
RALBP1,,BMP2K,
RALBP1,,C9orf140,
RALBP1,,CALCOCO1,
RALBP1,,CDK5RAP2,
RALBP1,,CEP164,
RALBP1,,CEP250,
RALBP1,,CREBZF,
RALBP1,,CROCC,
RALBP1,,GCC1,
RALBP1,,GOLGA4,
RALBP1,,GOPC,
RALBP1,,GPS2,
RALBP1,,HOOK3,
RALBP1,,JUN,
RALBP1,,JUND,
RALBP1,,KIAA1826,
RALBP1,,KIF7,
RALBP1,,KIFC1,
RALBP1,,PHLDB3,
RALBP1,,PPP4R1,
RALBP1,,REPS2,
RALBP1,,SKI,
RANBP6,,ATP2B3,
RANBP6,,ATP9A,
RANBP6,,C3orf33,
RANBP6,,C6orf162,
RANBP6,,DAAM1,
RANBP6,,DHRS13,
RANBP6,,DNAJC19,
RANBP6,,EFHA1,
RANBP6,,EXOG,
RANBP6,,FAM18B2,
RANBP6,,MAN1B1,
RANBP6,,MCL1,
RANBP6,,MUL1,
RANBP6,,PAM16,
RANBP6,,POMGNT1,
RANBP6,,SLC25A17,
RANBP6,,SLC27A2,
RANBP6,,STEAP3,
RANBP6,,TMEM186,
RANBP6,,TYW1B,
RANBP6,,ZFPL1,
RBFOX1,,C17orf79,
RBFOX1,,CLNS1A,
RBFOX1,,CTSL2,
RBFOX1,,PKP1,
RBFOX1,,PRMT5,
RBFOX1,,RNF25,
RBFOX1,,SDR9C7,
RBFOX1,,SERPINA12,
RBFOX1,,TGM1,
RBFOX2,,ANKRD40,
RBFOX2,,ATXN2,
RBFOX2,,BCS1L,
RBFOX2,,C17orf79,
RBFOX2,,C19orf52,
RBFOX2,,CLNS1A,
RBFOX2,,DAZAP2,
RBFOX2,,DPH2,
RBFOX2,,EIF4G3,
RBFOX2,,FBXO7,
RBFOX2,,FNDC3B,
RBFOX2,,GPATCH8,
RBFOX2,,HELZ,
RBFOX2,,JMJD4,
RBFOX2,,PARL,
RBFOX2,,PLEKHB1,
RBFOX2,,PRMT5,
RBFOX2,,PUM1,
RBFOX2,,PUM2,
RBFOX2,,RBM38,
RBFOX2,,RBMS1,
RBFOX2,,RBPMS,
RBFOX2,,RBPMS2,
RBFOX2,,RIOK1,
RHOBTB3,,ARF5,
RHOBTB3,,GALNT6,
RHOBTB3,,PBK,
RHOBTB3,,PCYOX1,
ROGDI,,ATP1A2,
ROGDI,,ATP2A1,
ROGDI,,DMXL1,
ROGDI,,DMXL2,
ROGDI,,MYH7,
ROGDI,,MYH8,
ROGDI,,TUBA3C,
ROGDI,,WDR7,
RPS2,,AATF,
RPS2,,ANGEL2,
RPS2,,C16orf88,
RPS2,,C17orf79,
RPS2,,C1QBP,
RPS2,,CHERP,
RPS2,,CLNS1A,
RPS2,,GTF3C2,
RPS2,,KRR1,
RPS2,,LTV1,
RPS2,,MPHOSPH10,
RPS2,,MRPL52,
RPS2,,NAT10,
RPS2,,NGDN,
RPS2,,NOB1,
RPS2,,PDCD2,
RPS2,,PRMT3,
RPS2,,PURB,
RPS2,,RIOK1,
RPS2,,RPL26,
RPS2,,RPS10,
RPS2,,RPS15,
RPS2,,RPS17,
RPS2,,RPS27A,
RPS2,,RPS5,
RPS2,,RPS9,
RPS2,,RPSA,
RPS2,,RSL1D1,
RPS2,,SF3B1,
RPS2,,SIRT1,
RPS2,,SRSF6,
RPS2,,SURF6,
RPS2,,TOE1,
RPS2,,TOR1AIP2,
RPS2,,UTP3,
RPS2,,YBEY,
RPS2,,YBX2,
RPS2,,ZNF277,
RPS2,,ZNF496,
RPS2,,ZNF498,
RPS2,,ZNF574,
RWDD2A,,ATG7,
SCNN1D,,ABHD16A,
SCNN1D,,ALG9,
SCNN1D,,ANGEL1,
SCNN1D,,CANX,
SCNN1D,,CLPTM1,
SCNN1D,,CLSTN3,
SCNN1D,,DPY19L1,
SCNN1D,,ERMP1,
SCNN1D,,FAM54A,
SCNN1D,,LOC100507680,
SCNN1D,,LRP12,
SCNN1D,,LRRC3,
SCNN1D,,TAP2,
SDHB,,ACAD11,
SDHB,,ACSF3,
SDHB,,D2HGDH,
SDHB,,POLG,
SDHB,,PREPL,
SDHB,,TOP3A,
SERTAD4,,DCX,
SERTAD4,,POTEF,
SERTAD4,,PPP2CA,
SERTAD4,,PPP2R1A,
SERTAD4,,PPP2R1B,
SERTAD4,,PPP2R2A,
SERTAD4,,PPP2R2D,
SERTAD4,,ZFP1,
SERTAD4,,ZNF235,
SEZ6L,,MYADM,
SEZ6L,,PTPRD,
SEZ6L,,PTPRS,
SEZ6L,,SNX17,
SLC22A15,,ANKRD13C,
SLC22A15,,ATP12A,
SLC22A15,,CCPG1,
SLC22A15,,CNNM1,
SLC22A15,,DPY19L4,
SLC22A15,,ERGIC2,
SLC22A15,,ERGIC3,
SLC22A15,,GHDC,
SLC22A15,,GUF1,
SLC22A15,,LMBRD2,
SLC22A15,,PRKDC,
SLC22A15,,SELT,
SLC22A15,,SLC25A30,
SLC22A15,,SLC25A46,
SLC22A15,,SYVN1,
SLC22A15,,TMEM66,
SLC22A15,,UFD1L,
SLC22A15,,VAPA,
SLC22A15,,VAPB,
SLC22A15,,ZFPL1,
